Customer Name,Gender,Quantity,Price,City,State,Phone,Email,Zincode,Product,Category,Dealer,Discount,Coupon Code,Date of Order,Date of Delivery,Order ID,Product ID,Order Status,Payment Method,Shipping Fee,Customer Feedback,Returns,Refund Amount,Loyalty Points
Zachary Mcdaniel,M,10,20$,South Michelle,Ohio,,,ABCDE,effort,,"Watkins, Stevens and Hudson",5,,2023-03-19,2022-12-16,80a09c9c-71af-4222-bcdd-98db5a966ab8,8268041149078,Delivered,Bank Transfer,0,Good,yes,0.0,200
Ashley Nelson,Men,,,Davisborough,West Virginia,(290)114-6389x61203,not-an-email,ABCDE,water,Clothing,"Williams, Dudley and Rivas",five,DISCOUNT,2023-04-02,2022-06-03,f8f24fe8-6f55-4d7b-88fa-d83c43e266ad,8427856521565,Cancelled,Bank Transfer,10.0,Good,,5.0,200
Joseph Schultz,M,10,,East Suzanneshire,Pennsylvania,,,,ball,Food,Hart-Short,five,12345,2023-11-16,2023-08-28,67edacee-8f86-4d8d-910f-675a52d1703e,5921897037847,,PayPal,free,Bad,yes,,two hundred
Dominic Jordan,Men,-5,100000,Robertville,Missouri,+1-932-993-3749x061,,,face,Food,Rosales and Sons,,,2023-05-02,2024-06-20,108e9c71-2e49-47a7-bd1b-f64640a6b7ce,4206156453844,,PayPal,5.99,Average,,-1,two hundred
Cassandra Thompson,Men,5,100000,Lake Eddieport,Nevada,123-abc-7890,not-an-email,ABCDE,around,Food,Roberts and Sons,10,12345,2023-09-17,2022-05-29,b8e1d375-afd4-4179-8348-fb3ffa9710e2,8479377491070,,Credit Card,free,Bad,no,5.0,
Sharon Harris,Female,1000,49.95,Harrisland,New Mexico,,,,movement,,"Garcia, Mendez and Trevino",,12345,2023-05-06,2024-04-21,d93784e4-660b-4f88-81ea-a38f72a6ab47,1542545588890,Cancelled,Bank Transfer,10.0,Good,0,,
Katherine Kline,Female,-5,100000,New Jesus,California,,,82375,meeting,,Thomas-Austin,5,,2023-12-15,2024-06-04,4fa58e3d-a108-4f06-b703-7ea26c12e23d,4792963108409,Delivered,,0,Average,1,10.0,two hundred
Laura Sheppard,Men,10,,New Brittany,Iowa,,,,production,,Martinez Group,10%,12345,2022-12-02,2023-09-15,42dab5f6-3bd1-47ae-a79e-8fcfa60e10ba,0275171531992,,,free,,0,,
Samantha Gaines,M,,19.99,Huffton,Delaware,123-abc-7890,annwest@hotmail.com,,become,Other,"Jones, Beltran and Morgan",10%,DISCOUNT,2022-08-31,2023-05-05,d99eb40e-c71e-4fa5-ac18-950f5e8414ee,9088486990825,Cancelled,,free,Average,yes,10.0,
Kim Hill,,5,-10,North Christopher,Alabama,3592866464,,53250,within,Electronics,"Morris, Little and Thornton",10,DISCOUNT,2023-05-08,2024-12-30,26c9d7f1-8fe5-4ad7-8321-553a80beb50f,3452881669864,Pending,,0,,1,,100
Christine Robbins,M,1000,-10,Port Kevin,Oregon,,,ABCDE,us,Other,Taylor Ltd,five,12345,2022-11-27,2024-11-06,0d229138-c83a-4494-8755-fa160a2c6965,7046148823593,Delivered,,free,,no,0.0,200
Eric Robinson,Women,4,-10,Lake Katiemouth,West Virginia,250.541.9782x101,not-an-email,,fine,Food,Hammond-Johnson,5,,2023-02-18,2023-08-15,9b4ffeeb-c44e-411d-add3-fae52c4cb39a,7652628071653,,Bank Transfer,0,,0,0.0,200
Patrick Webb,F,3,100000,Port Angelica,Louisiana,123-abc-7890,not-an-email,ABCDE,future,Food,Lyons Ltd,10,,2022-01-02,2024-12-28,98103a09-bc53-4d30-bc6d-dff49106edba,0493109898140,,Bank Transfer,10.0,,1,,
Michelle Kemp,Male,1,,New Markville,South Dakota,123-abc-7890,contrerasgary@hotmail.com,,trade,Food,Wong Inc,10%,,2023-11-14,2022-03-13,5079c1be-42a3-4f19-9805-3c968f7b5e29,7248623592240,Pending,Bank Transfer,free,Bad,no,,
Bryan Blanchard,,4,20$,West Teresa,Florida,,matthew62@harding-benson.com,19597,generation,Food,"Terry, Hays and Nichols",10%,,2023-11-02,2023-07-06,153a2567-dea5-46ca-a89c-05fdac47f559,1515624833402,Delivered,Bank Transfer,,,,10.0,100
Kimberly Burch,,1000,19.99,South Robert,Oklahoma,123-abc-7890,not-an-email,,style,Clothing,Lynch and Sons,10,SAVE10,2022-11-21,2024-11-26,3a9b8d61-2f2f-4afe-aa6e-e9286ea0f453,0331968292245,,PayPal,,,no,,
Hannah Smith,Men,3,-10,Bakerborough,Delaware,,,ABCDE,remain,,"Fuentes, Anderson and Jensen",,DISCOUNT,2023-11-15,2024-08-05,cddba2e7-9391-43ff-b987-1589f3a523b1,2111364676812,,,free,Good,yes,,
Natalie Mitchell,Male,3,49.95,Danieltown,Oregon,+1-177-513-9934x36068,not-an-email,,ball,,Miles Inc,5,,2023-05-12,2022-09-27,3e3deb3e-d2e9-44e4-882c-bfd5c412055a,6349867282377,,PayPal,,,0,-1,200
Daniel Mcconnell,Women,,,New Aimeebury,Arkansas,123-abc-7890,,ABCDE,speak,Clothing,Waller PLC,5,,2022-06-04,2024-12-15,3a8cda23-7495-41a7-958b-be6578f0df43,8061479395587,,Credit Card,10.0,Average,,,
Matthew Morris,,10,100000,Alexisshire,Alaska,,not-an-email,,crime,Clothing,Cabrera-Carroll,five,DISCOUNT,2023-05-08,2024-10-08,ec84ff4a-6b33-4bbe-bfb2-4009916038be,1931070245635,,Bank Transfer,,,no,0.0,
Alex Escobar,Men,,-10,Garzaville,Montana,123-abc-7890,,,choose,Clothing,"Roberts, Lee and Barron",,SAVE10,2022-09-15,2023-12-16,5e600424-9450-4c93-b2d0-e0c0327c1a86,0288594940661,,,10.0,,no,0.0,
Melanie Guzman,Female,10,20$,Diazstad,Maryland,,,,wait,,Fletcher and Sons,10,,2023-04-19,2022-04-18,1644af02-2f1e-494f-ab39-5e4e7f7d6d67,8142657145580,,Credit Card,5.99,,0,5.0,
Ronald Carter,Female,,,Anthonyville,Utah,,,68976,fire,,Wood-Smith,,12345,2022-07-24,2022-08-28,751f7a12-dd60-49d3-9f94-ca417ed952ab,1620432879563,Delivered,,5.99,Good,no,5.0,
Scott Cohen,Men,1,100000,Valdezchester,Colorado,216.665.8654x6388,aguilarkeith@lee.com,,conference,Food,Bryan Group,10%,,2023-09-21,2022-08-01,8f6caf70-2746-429e-9a7a-fd962c5b4ad2,7169357811608,,PayPal,,,1,-1,
Brittany Wilson,Male,-5,-10,South Ginaborough,North Dakota,,michael95@gmail.com,ABCDE,firm,Electronics,Harris-Thompson,,12345,2023-02-24,2022-07-06,7396188d-787f-47cb-9884-50ef22ac64b9,7010633168582,Cancelled,Credit Card,,,,10.0,
Bonnie Price,Women,-5,49.95,Crystalfort,Massachusetts,,,71539,say,,White LLC,five,DISCOUNT,2023-04-18,2023-11-17,9177e79e-44e9-4ed1-b7e6-fd31ea37321b,6500607135258,,,0,Average,no,-1,two hundred
Charles Richmond,Men,4,20$,Lorimouth,Oklahoma,123-abc-7890,leroyrussell@white-gonzales.net,,president,Electronics,Villegas-Rivera,10,DISCOUNT,2023-08-05,2023-03-30,8ddb9f74-4f6f-41b2-84eb-cdda76933968,8651006726641,Pending,Credit Card,,Bad,no,0.0,100
Richard Stone,Women,,0,Grahamland,Wisconsin,123-abc-7890,uhall@hotmail.com,99155,they,Other,"Jones, Miranda and Hernandez",,12345,2023-06-27,2023-01-13,f9956f0b-bd23-4830-9f52-59d028ee2d6f,6529520125856,Delivered,,10.0,Bad,no,,200
Melissa White,Male,three,,Webstertown,Washington,123-abc-7890,,ABCDE,decision,Electronics,Wright-Soto,five,DISCOUNT,2023-12-19,2023-01-12,479e08b5-3dd9-4aea-b453-e0da988af24c,4336744801068,Delivered,PayPal,free,Bad,,,200
Michael Drake,Female,three,19.99,South Kristentown,Wyoming,,,,strong,,Bridges Group,10%,DISCOUNT,2022-02-18,2023-08-23,995032b3-76d3-49e2-99c0-233c9333ec04,4113725083374,,PayPal,,Average,,,100
Dennis Brown,F,,100000,Aaronport,Pennsylvania,,not-an-email,,prove,,Savage PLC,10,DISCOUNT,2022-05-26,2023-10-06,d2a1c798-545c-4670-a0a6-bda39286cc83,3664310339198,Delivered,,,Good,,-1,two hundred
Misty Martinez,Male,10,100000,Markfurt,Wyoming,771-443-5434x2671,not-an-email,ABCDE,important,,Reed Inc,,SAVE10,2023-01-17,2024-01-23,4bd14d5a-1275-419d-962f-0fe74bf6d0bf,8435123312228,,Credit Card,10.0,Bad,yes,,
Brad White,F,three,19.99,North Diana,West Virginia,,,,huge,Food,Santiago and Sons,,,2022-02-09,2022-01-28,b747e1c5-98cb-4662-aeaf-d3488f862b2c,0114962211814,,Bank Transfer,5.99,,,10.0,100
Aimee Kane,F,5,49.95,New Sethville,Michigan,,not-an-email,ABCDE,people,Other,"Faulkner, Kelley and Haney",five,,2023-12-17,2022-03-19,1b8825eb-bfd3-415d-b857-3b1b09c53fdb,1269633975874,,,5.99,Good,no,-1,100
Stephen Wright,M,three,20$,Benjaminburgh,Florida,(103)298-2587x866,,,option,Food,Acosta Group,,,2023-05-30,2022-09-08,b4f5b167-2db0-48c6-8565-c9e8c00f539c,1177240675493,,Bank Transfer,5.99,Bad,no,-1,
William Duran,,,49.95,South Rebeccaborough,Illinois,(884)007-2873x65571,jeffreywalter@robles-walker.com,ABCDE,dark,Clothing,Mcclain-Goodman,,DISCOUNT,2022-01-06,2022-10-26,a8f2850e-c512-454a-b1a9-2fd40f941f87,1779430016279,Cancelled,,10.0,,no,5.0,200
Robert Hamilton,,,20$,Lake Theresaberg,Kansas,,,60560,free,,"Haley, Williams and Hicks",10%,,2023-09-23,2022-12-17,fa1cd881-1891-4bdf-88b5-29162cf3c212,6287897753088,Cancelled,PayPal,5.99,Bad,no,5.0,200
Dr. Jennifer Lee,Female,three,49.95,West Richard,South Dakota,,,25549,military,Clothing,Tate-Perez,,,2023-08-25,2022-01-07,619594a1-86db-4be2-8992-aae88dc88d81,9429919908633,Cancelled,,10.0,Good,,10.0,two hundred
Nicholas Nash,,4,20$,Courtneyshire,Hawaii,123-abc-7890,,,certainly,Other,Jackson-Fisher,10%,12345,2022-06-22,2024-08-24,10b38981-f1d2-4a88-a575-d3784e749138,2488997148680,Cancelled,,0,Bad,yes,,
Rebecca Thompson,Male,1,-10,Danielborough,West Virginia,,,ABCDE,through,Other,"Russell, Roberts and Hunter",5,DISCOUNT,2023-12-04,2022-02-18,a380ec38-a4d9-47cc-8dcb-3caaa402138d,4543888317489,Delivered,,0,Bad,,0.0,two hundred
Michael Mcdonald,,1000,,Jasminfurt,New Mexico,523-884-1309,,,along,,Pugh-Johnson,five,DISCOUNT,2022-01-21,2023-03-08,4b66bb41-3424-4512-a9e4-7dc37588a083,9398546978749,,,,,1,5.0,
Nancy Gutierrez,Male,3,0,Jacobborough,Virginia,,,,organization,Clothing,Miller PLC,5,,2023-09-19,2024-02-15,2b9ca1ad-03ec-434c-b322-88f8652fd827,4188947797682,Delivered,,free,Bad,no,-1,200
Jonathan Oliver,Women,5,49.95,Robertsburgh,Maine,123-abc-7890,,ABCDE,lawyer,,Nichols Inc,5,,2022-05-21,2023-07-27,65ef8bd1-60c0-4d87-9cb2-767ef181edac,9493790719077,Pending,,5.99,,no,10.0,
Felicia Frost MD,Male,,0,New Robert,Kansas,,,,level,Clothing,Fuller-Walker,10,,2022-02-01,2022-04-28,3ea5a901-b852-4ec3-bda3-5ba94f2da24e,8933350129744,Delivered,,,Good,0,,100
Craig Weaver,M,5,-10,Christopherhaven,Texas,,not-an-email,,film,Other,Bonilla and Sons,,12345,2023-09-02,2022-08-31,76fbaac8-982a-4363-a8b5-7d6bf4df599f,1001425411197,Pending,,,Average,,,100
Michael Ashley,Male,4,100000,South Monica,Delaware,,wendy53@hotmail.com,97352,body,Food,"Keller, Clarke and Butler",10%,SAVE10,2022-02-22,2023-08-08,64b6cbd8-d05b-4f2c-a0ad-d06c1ac6900b,4524169238143,,,10.0,,1,,two hundred
Julie Blackwell,Male,1,49.95,Lake Kaylahaven,Missouri,,shawn56@gmail.com,72692,effect,,"Torres, Hoffman and Meyer",10,,2022-10-15,2024-11-12,aa61b123-ffe6-4e6e-94f5-5db39b439bc5,6673439364094,,Credit Card,,,,,two hundred
Eric Miller,F,10,19.99,South Stephanie,Massachusetts,,zballard@russell.net,,several,,Hanson and Sons,10,,2022-11-29,2023-05-03,2d9a0c67-9291-421e-97f2-3353f497e786,1310129139697,,Bank Transfer,0,,,,
Theresa Pitts,M,2,20$,Bergerborough,Louisiana,,not-an-email,,dinner,Other,Warner-Carroll,10,,2022-10-22,2024-07-15,50dc918e-8aab-4d12-ad05-efba6fbe13da,4133891183357,Pending,,10.0,Bad,,0.0,two hundred
John Jimenez,,4,-10,Lake Danielle,North Carolina,123-abc-7890,,,but,Other,Bennett-Davis,10%,,2023-12-30,2022-11-22,90293f29-f4bf-4e83-a5d6-8c16e955820e,2170867837465,Pending,Credit Card,free,Bad,,10.0,100
Bobby Mccoy,Male,3,20$,Port Laura,South Carolina,,,82395,also,,Kline PLC,,12345,2022-11-22,2024-03-30,ba7458d6-841e-44fc-adf3-b6c3c0ac5598,2108220701184,,PayPal,,Good,0,5.0,
Margaret Khan,Female,3,20$,Port James,Indiana,919.201.1388x5328,,,national,Electronics,Lewis-Willis,10%,,2022-11-10,2023-09-14,246e5a44-3282-4240-9106-1dedb9630951,2489637751284,Delivered,,,Good,no,,
Joanne Glenn,Women,3,0,North Alejandromouth,Michigan,+1-214-820-6064x9043,,ABCDE,condition,Other,Galloway Inc,,12345,2022-11-03,2023-04-05,c4f01813-4c0f-4750-8c36-40b4a0f94682,3379638711099,Delivered,,,,yes,,100
Joshua Roberson,Female,three,49.95,South Kimberlyside,South Carolina,(027)753-0333x3635,not-an-email,04693,speech,,"Friedman, Torres and Martin",5,,2023-10-03,2023-08-19,78b9168c-3a7a-4df9-b058-e8d64aaed21c,3346264964373,Cancelled,,10.0,Good,no,,
Tina Russell,M,,,Richardsonfort,Ohio,123-abc-7890,,,family,,"Wallace, Martinez and Singh",10%,12345,2022-08-14,2022-04-18,0b7373c3-d76f-4139-9f6e-a8117cec6d13,4613355384624,,PayPal,0,Good,no,5.0,100
Daniel Allen,Women,three,,South Bettyville,Ohio,(702)749-9783x994,,,fight,Electronics,Randolph-Watson,10%,SAVE10,2023-03-25,2022-09-17,ea826231-8c0f-4fe1-82a0-2ff39bbb682c,5946461517990,Cancelled,,5.99,,0,0.0,two hundred
Bradley Hill,Women,1,0,South Jon,Iowa,,,65150,customer,Electronics,Bowen Group,,,2023-05-28,2022-11-18,428eaf71-50dd-43c8-9cc5-f640e3c3820c,2608625309386,Pending,,5.99,,no,,
Susan Sanchez,,5,-10,East Zachary,Utah,123-abc-7890,singhclifford@curtis.com,53007,its,Food,"Gillespie, Johnson and Powell",,,2022-10-14,2023-01-05,46e15b5e-7d9f-4eb7-bf9a-d6bf535dd7ac,7486081779753,Delivered,PayPal,free,Bad,yes,0.0,two hundred
Scott Rush,Male,2,20$,Jensenburgh,Florida,123-abc-7890,,09746,whether,Electronics,Adams-Jordan,5,12345,2022-02-16,2022-05-01,16550084-8237-47bf-bb4b-7917fbf67546,2244681799220,Delivered,Bank Transfer,10.0,Good,yes,10.0,200
Catherine Pugh,F,3,,Romeroborough,Alabama,,wongmonique@yahoo.com,ABCDE,record,,"Collins, Bates and Willis",10%,,2022-03-22,2023-06-08,1c39dca2-e1d3-4760-aa4b-0d73facccb4f,0199706872124,Pending,,,Average,,,
Erin Anderson,,3,,East Carolynchester,New York,,not-an-email,,least,Clothing,Parsons-Davis,five,,2022-03-05,2023-09-15,c424a473-e56e-4cda-9d87-6a2267f199d3,8691212487240,Delivered,PayPal,free,,,10.0,200
Jessica Marquez,M,,,South Tyler,Vermont,,,,you,Electronics,James-Hill,,SAVE10,2023-10-23,2023-03-16,4e587ac1-82e2-4f07-9250-5b48e12d94b7,2826429789474,Pending,Bank Transfer,5.99,Average,,5.0,100
Cindy Bowers,Women,,100000,Williamsview,Kentucky,,,,only,Food,Bradford-Williams,,12345,2023-09-28,2023-10-28,8b0dcc2e-2bfc-459e-b076-1f2a1a7e8c72,0278826609541,Cancelled,,0,,,,100
Kathryn Coffey MD,Men,5,20$,Mclaughlinborough,Iowa,,not-an-email,ABCDE,reason,Other,Ross-Wilson,5,,2023-06-08,2023-09-24,ae1ff43c-1a2c-4ff7-93f7-0c549390de7b,2397396310683,,Bank Transfer,,Good,,,
Cheryl Stone,Female,4,20$,Kristopherchester,Oklahoma,,caitlincastro@moore-rice.com,,executive,,"Smith, Hall and Hunt",5,12345,2023-09-08,2024-04-21,3da0591b-77a5-488e-9e1b-0488df81e61f,9977641431689,,,5.99,Average,yes,-1,200
Logan Mcbride,Female,three,,Tammystad,Nebraska,,,,wide,Clothing,"Howard, Cowan and White",,,2023-09-11,2022-01-19,4c143da2-39e9-4dd4-9271-b5768eb9a0eb,7061708382235,Cancelled,PayPal,,,yes,,100
David Campbell,Female,1,19.99,Port Michael,Alaska,,,ABCDE,power,,Campbell PLC,five,SAVE10,2022-01-20,2024-03-23,6e057d59-35d0-47da-8845-155ddddc8dfb,6227511187882,Pending,PayPal,5.99,,yes,,200
Brenda Mcgee,F,1000,49.95,New Tracymouth,New Mexico,,not-an-email,09227,wish,,Peters-Reynolds,10,,2023-08-19,2023-01-08,115f3364-b18a-45ac-85d1-34446482ce0f,3150420451016,Pending,Credit Card,0,,no,5.0,200
Harold Orozco,M,5,20$,East Carlos,Missouri,,,ABCDE,trade,Clothing,"Green, Howard and Wells",5,,2023-04-01,2022-01-30,2f458759-13cc-4d53-8946-dc0d3ac4255c,4071420069287,,Credit Card,,Good,,10.0,100
Mackenzie Thomas,F,three,0,New Angelside,California,,,22055,guy,Clothing,"Morrison, Smith and Briggs",,,2023-03-25,2024-01-05,5cba2f37-458f-41a4-9110-006815acb78c,9521816554156,Cancelled,,10.0,,1,10.0,
Ms. Heather Tucker DDS,Men,three,20$,Hickmanland,South Carolina,,,ABCDE,task,,"Parker, Moore and Lee",,,2022-03-01,2024-05-26,b91c5084-6184-4dfc-9352-7e4c9fafc4e8,5905897432048,,,free,Average,0,10.0,100
Alexander Guerrero,Female,-5,19.99,East Nicolebury,Missouri,,,ABCDE,pull,,"Mason, Howard and Hill",5,DISCOUNT,2023-10-08,2024-06-19,756da1b0-b6e8-42e6-b978-d5f91fc5ae51,9609340053595,,Bank Transfer,,,,-1,
John Hernandez,,-5,19.99,Rossfurt,Indiana,,,57986,save,Other,"Powell, Watson and Smith",10,12345,2022-09-21,2023-04-18,6e0a0c1f-1a20-4f65-a2b9-6688a3196c53,4366577633499,Pending,Bank Transfer,5.99,Bad,no,5.0,100
Kimberly Patrick,Female,,,Robertburgh,Oregon,,waltersjulie@ramirez.info,ABCDE,agency,,"Smith, Barajas and Hernandez",5,,2023-05-13,2023-06-15,2a229a01-122f-40f5-bee4-8f87b00e69a6,5759700794232,Cancelled,,free,,0,,
Whitney Lewis,,4,,West Heidi,North Carolina,,gregory63@davis-brooks.com,,medical,,"Waters, Daniel and Lin",5,DISCOUNT,2022-12-10,2023-05-22,52d23446-4852-4271-bd4a-fadd985eb232,8363694895799,Pending,Bank Transfer,,Bad,no,-1,
Kent Ramos,,10,19.99,East Carlosborough,New Mexico,,bfletcher@martin-young.net,53057,there,Food,"Parker, Sullivan and Fields",5,,2023-11-24,2023-01-29,f8144bd2-7636-4b1a-a388-156b8b32197e,2561213078432,,,,Bad,no,-1,200
Marco Richardson,Men,-5,,Port Scott,Iowa,123-abc-7890,landerson@hotmail.com,,that,Clothing,Thomas-Jones,,,2023-06-15,2023-08-18,062b81aa-e5ba-4664-9cf9-76fd66ce7d4a,9695767487945,Delivered,Bank Transfer,5.99,Bad,1,5.0,200
Mario Calhoun,Male,,100000,South Lisa,Washington,123-abc-7890,not-an-email,57260,them,Electronics,Watkins and Sons,10,DISCOUNT,2022-05-06,2022-11-15,418520ee-1660-4f44-9120-3406bcd497c3,6243975361934,Cancelled,,10.0,,no,-1,
Carl Phillips,,2,,Port Christopher,Oklahoma,,sylvia07@simpson.com,56924,want,,Blake-Berger,five,DISCOUNT,2022-10-01,2022-08-20,c6c96b56-bdd5-4272-9ec0-9afc02cc6d9b,7475401301637,,,free,,yes,-1,
Douglas Yoder,,three,19.99,East Codymouth,Colorado,,not-an-email,,anything,,"Anderson, Manning and Solomon",five,,2023-07-26,2024-04-14,ae4564f6-91d4-42e7-8a9f-5df990cae3b3,0548172749254,Delivered,Credit Card,0,Average,,-1,200
Melissa Lloyd,F,4,20$,New Brianna,Mississippi,,,,catch,Other,Johnson LLC,five,12345,2023-04-13,2024-01-17,399f1e69-515a-4e11-935a-a1a9f446a74a,7919058892105,,,5.99,,0,,two hundred
Heather Griffin,,2,-10,Wilcoxton,Nebraska,621-087-9918x960,not-an-email,,since,,Rogers-Carter,five,12345,2022-04-18,2024-09-28,18c688b1-94a1-4fcd-b842-0981185fe924,2318132068019,,Credit Card,10.0,Average,,5.0,200
Michael Adams,Men,three,19.99,Port Michelleburgh,Illinois,,,,thing,Electronics,"Yoder, Norris and Gibson",,,2022-03-22,2024-06-17,c195ee92-67ce-45a0-adbf-cda3320bf918,2625913830995,,,,Average,0,5.0,two hundred
Jennifer Gardner,Women,three,0,Lake Laurashire,Texas,,,,see,Food,Sparks and Sons,,DISCOUNT,2022-03-22,2024-03-25,82c7bbab-11bc-4dbe-9a55-c22e14f48d49,5197672778681,Pending,Bank Transfer,10.0,Average,1,5.0,two hundred
Dustin Ford,,10,19.99,Bellshire,North Dakota,702.777.5942,nelsonalexander@yahoo.com,,red,Electronics,Stephens-Brown,5,,2022-06-10,2022-10-30,d1abee69-5524-4ec4-b977-fd30556bea23,0928768420475,Cancelled,,5.99,,1,,
Danielle Moss,Female,3,20$,South Eric,South Carolina,,,41765,fish,,Kennedy LLC,five,SAVE10,2022-06-20,2024-01-15,7c3aae54-b6da-4550-a81c-53c0d1271c27,5036990856872,Delivered,,free,Good,,0.0,two hundred
Cassandra Hernandez,Men,three,49.95,Dillonville,Kentucky,,not-an-email,,general,,Gutierrez-Wallace,10,SAVE10,2023-05-24,2023-10-30,5b7de30d-7525-4586-9848-c7667dfb73d0,7395475590693,,Credit Card,0,Average,,,
James Miller,M,1000,-10,East Michelle,Louisiana,,,ABCDE,debate,,Ramirez-Williams,5,,2022-05-03,2023-04-04,5ec4ad1d-b837-49a9-b7af-8113bff5087e,0548172216626,,Bank Transfer,0,,,,200
Michael Wong,Women,3,0,West Pamelaborough,Arkansas,,,,her,,"Jordan, Kim and Cunningham",,,2022-03-30,2024-08-10,318c9972-c1dd-4cf0-8547-b1f2c6a502af,8322415593062,,Credit Card,5.99,,yes,-1,200
Stephen Gibson,Male,-5,20$,North Tiffany,New Jersey,,,ABCDE,shoulder,,"Rodriguez, Howard and Barnett",,12345,2023-09-08,2022-04-06,b93bf06b-0902-4364-bbf9-7afa9ed5e69e,2560663864428,Cancelled,PayPal,0,Bad,1,,two hundred
Louis Martin,Female,5,,Port Lance,Maine,(679)516-3917x845,,47123,camera,,Cooper Ltd,,DISCOUNT,2022-04-30,2023-04-10,0a809741-34c6-427e-aed4-6fb397121321,1759719109663,Delivered,PayPal,10.0,Average,no,,100
Charles Kelley,,10,20$,Mcphersonshire,New Mexico,,hoodvictoria@gmail.com,,style,Food,Rivas and Sons,10,12345,2022-03-27,2023-07-22,5eb5b826-9672-4e50-a8ad-ce55db2a19c4,7452408933320,Delivered,Credit Card,0,Good,no,,
Sandra Lamb,F,4,,Jaredside,South Carolina,,,30076,cost,,Erickson Ltd,,SAVE10,2023-06-18,2024-05-04,6ba3586c-ea31-41aa-92e8-0b9f538d44b7,9760293843142,,,10.0,Good,1,,
Tiffany Mendez,M,,,Timothymouth,Wisconsin,970-618-2110x5553,desiree95@gmail.com,,section,Electronics,Nelson-Taylor,5,12345,2022-03-01,2022-08-08,65cb7a3d-1676-4813-ac50-8700f09b8d71,0939541705405,Delivered,PayPal,,Good,no,5.0,100
Mr. Chad Pennington,,2,,West Michael,Texas,,not-an-email,,reflect,Electronics,"Hawkins, Scott and Marks",,SAVE10,2023-03-05,2023-04-25,1c16f520-2f1f-4f7b-a106-fd240905806b,0081950530649,Pending,,5.99,Good,,0.0,200
Michael Cooke,Women,,-10,Scottville,Wisconsin,,,,check,Other,"Wang, Carr and Mitchell",,12345,2022-08-08,2022-02-26,8d420ef1-aa26-4868-91cb-a764e69c9d36,4346220434673,Cancelled,Credit Card,free,,,,two hundred
Allison Stevens,Male,1000,0,Markton,Connecticut,(473)397-9156x355,jessica02@gmail.com,,somebody,Other,"Leonard, Escobar and Wiley",five,12345,2022-05-12,2023-02-19,3b3d78d0-39a5-48e0-910e-ecb900abe209,9637757495042,Delivered,PayPal,10.0,Bad,yes,5.0,100
Ashley Glover,Male,,,East Emily,Georgia,,,59883,customer,,Simon Group,,,2023-12-08,2023-10-25,aba092e5-e4c1-4aad-8319-8d548d01d362,2296928618559,Pending,,0,,,10.0,200
Rachel Charles,,5,49.95,East Nicholas,Massachusetts,001-215-320-2810x0277,garciatravis@gmail.com,ABCDE,range,Clothing,Kelly Inc,10,,2022-08-07,2023-10-22,87ad2ed4-f64a-45f9-ac20-faad3a7fa90f,5739752577694,,Credit Card,,Good,,0.0,two hundred
Amy Ward,Women,5,19.99,New Benjamin,Rhode Island,123-abc-7890,pamela90@hotmail.com,09010,ground,,Pitts-Evans,,,2022-01-19,2024-01-19,f434a5af-3e7b-4ccd-89ab-97bed2348634,9590270862695,,,,Bad,yes,,
Melissa Harris,Men,three,-10,New Stephanie,Arkansas,123-abc-7890,,21860,create,Electronics,Hughes Group,5,12345,2023-02-19,2023-07-27,1de0a622-ff6a-49c3-b78b-41ce4a1a4950,4555891484188,,Credit Card,,,no,5.0,100
William Kelley,Female,1000,0,Lake Johnburgh,Montana,,,ABCDE,whose,,"Stewart, Wells and Brown",5,12345,2022-02-11,2023-12-02,09c24064-ef98-4abb-9e02-874aade5525e,0508131055796,,PayPal,,,no,5.0,
Edward Dixon,,1000,,Heatherbury,Connecticut,,,,black,Food,Thomas-Lopez,five,,2022-12-05,2024-04-23,a4e20517-b5cb-4a0b-a2d4-6d6c3ebcc6af,0851937092411,,PayPal,,Bad,1,5.0,100
Jody Douglas,F,5,100000,Rodriguezside,Tennessee,123-abc-7890,johnsonstephanie@willis.biz,,nice,,"Collins, Young and Navarro",10,DISCOUNT,2022-03-24,2023-06-20,96b02d53-d69f-43ce-895b-7697f191f585,6375623928067,Pending,,5.99,,yes,5.0,100
Heather Wilkinson,F,1000,0,Port Alan,Kentucky,123-abc-7890,,ABCDE,white,Clothing,"Guzman, Hanson and Richmond",,,2023-09-30,2024-02-26,9b6b368e-924f-4f0d-9bed-194959462f99,1688023126564,Pending,Bank Transfer,,Good,yes,10.0,200
Heather Miller,,,100000,Cheyenneside,New Hampshire,123-abc-7890,,ABCDE,quality,Other,Roth and Sons,,12345,2022-10-29,2023-10-10,f65da97a-09f0-4f6a-bc48-144cea3b4bfa,0374024872739,,,,Good,0,,
Christina Taylor,Women,3,19.99,North Jennifer,California,,,,rise,Other,Howard and Sons,five,,2022-07-07,2023-07-11,06c2f260-e696-4050-a9a8-c331a57bdc70,1361740619556,,Bank Transfer,free,,,,200
Gary Smith,,,-10,Lake Elizabethstad,Texas,,,82234,able,Food,"Walker, Kim and Ross",,,2022-08-30,2024-02-15,12e447f5-07f9-4da7-9cea-22a0b8791d06,5666474015367,,PayPal,0,,0,5.0,200
